berita,label
"Dua warga negara asing (WNA) asal China berinisial NX (54) dan NC (52) dianiaya usai cekcok dengan dua warga HA (39) dan AN (35) di area tambang di Kutai Kartanegara(Kukar), Kalimantan Timur (Kaltim).",0
"Tim Resmob Polrestabes Semarang dan Polsek Pedurungan berhasil mengamankan sejumlah pelaku pengeroyokan terhadap Kukuh Panggayuh Utomo (32), warga Mijen Semarang hingga tewas.",0
"Ratusan massa mengarak jenazah GYL (18) alias Eton yang meninggal dunia akibat ditembak anggota polisi. Massa mengarak jenazah GYL ke Markas Polres Belu, Atambua, Nusa Tenggara Timur (NTT), Selasa (27/9).",0
"Riri Aprilia, 27, seorang perempuan yang menjadi korban penyekapan dan penganiayaan seorang polwan di Pekanbaru, Riau, dilaporkan balik ke kepolisian terkait pelanggaran Undang-Undang Informasi Transaksi Elektronik (UU ITE).",0
"Ribuan warga di Kota Baubau, Sulawesi Tenggara berdesak-desakan ketika mendengar Presiden RI Joko Widodo (Jokowi) melakukan kunjungan kerja ke Pasar Wameo, Kecamatan Batupoaro, Selasa (27/9).",0
"Ratusan massa gabungan yang berasal dari buruh dan mahasiswa yang berunjuk rasa memperingati hari tani nasional di Makassar, Sulawesi Selatan, Selasa (27/9).",0
Berbagai kelompok relawan Presiden dua periode RI Joko Widodo (Jokowi) di Sulawesi Selatan bakal menggelar Musyawarah Rakyat (Musra) di Makassar pada 2 Oktober 2022 mendatang.,0
Gubernur Jawa Tengah Ganjar Pranowo menantang mahasiswa untuk ikut melakukan pendampingan proses penyaluran Bantuan Langsung Tunai (BLT) imbas BBM naik kepada masyarakat penerima.,0
"Wakil Menteri Hukum dan HAM (Wamenkumham) Edward Omar Sharif Hiariej mengkritisi kasus obstruction of justice eks Kadiv Propam Ferdy Sambo terkait pembunuhan ajudannya, Brigadir Nofriansyah Yosua Hutabarat atau Brigadir J.",0
"Puncak Hari Tani Nasional di Makassar, Sulawesi Selatan, akan digelar dengan aksi unjuk rasa di depan kantor DPRD Sulsel, Selasa (27/9).",0
Sekretaris DPW PKB Jawa Timur Anik Maslachah mengatakan Ketua DPRD Lumajang Anang Akhmad Syaifuddin yang keliru mengucapkan Pancasila sedang sakit flu dan meriang.,0
DPW PKB Jawa Timur (Jatim) menolak pengunduran diri Ketua DPRD Lumajang Anang Akhmad Syaifuddin setelah tak hafal saat mengucapkan Pancasila.,0
"Sekretaris Daerah Kabupaten Flores Timur, Nusa Tenggara Timur (NTT), Paulus Igo Geroda (PIG) telah dinonaktifkan dari jabatannya setelah ditetapkan sebagai tersangka dalam kasus dugaan korupsi dana penanganan Covid-19 tahun 2020.",0
"Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menko Polhukam) Mahfud MD menyebut dana otonomi khusus (otsus) yang diberikan negara kepada Papua tidak dikelola dengan baik sejak lama.",0
"Tim penyidik Polresta Surakarta dan Polda Jawa Tengah masih mendalami keberadaan barang bukti paket isi bubuk petasan yang disimpan oleh Bripka D, yang menjadi korban ledakan di Asrama Polisi Grogol Baru, Kabupaten Sukoharjo, Jawa Tengah, pada Minggu (25/9) malam.",0
"Wakil Ketua Umum Partai NasDem, Ahmad Ali membeberkan kriteria calon presiden dan wakil presiden yang akan diusung berasal dari kalangan non-partai.",0
"Polda Jawa Tengah memastikan tidak ada unsur teror dalam ledakan yang terjadi di Asrama Polisi Grogol Indah, Sukoharjo, Jawa Tengah pada Minggu (25/9) malam.",0
"Ledakan di Sukoharjo, Jawa Tengah, terjadi di halaman Asrama Polisi Grogol Indah, Solo Baru, pada Minggu (25/9), sekitar pukul 18.20 WIB. Ledakan tersebut berasal dari sebuah paket.",0
"Sebuah ledakan terjadi di halaman kosong di Asrama Polisi Grogol Indah, Solo Baru, Sukoharjo, Jawa Tengah sekitar pukul 18.20 WIB, Minggj (25/9).",0
"Warga Kabupaten Sukoharjo, Jawa Tengah, digegerkan dengan ledakan yang terjadi di Kompleks Asrama Polisi Grogol, sekitar pukul 18.20 WIB, Minggu (25/9) malam.",0
"Polisi mendalami paket yang meledak di Asrama Polisi Grogol Indah, Solo Baru, Kabupaten Sukoharjo, Jawa Tengah, pada Minggu (25/9) malam",0
"Kapolda Jawa Tengah Irjen Ahmad Luthfi menyatakan dari hasil penyelidikan sementara tak ada unsur teror dalam ledakan yang terjadi di Asrama Polisi Grogol Indah, Solo Baru, Kabupaten Sukoharjo, Jawa Tengah, Minggu (25/9) malam.",0
"Ledakan yang terjadi di kawasan asrama polisi di Grogol, Sukoharjo, Jawa Tengah menimbulkan korban, Minggu (25/9) malam.",0
"Petugas dari kepolisian menyelidiki ledakan di Asrama Polisi Grogol Indah, Solo Baru, Kabupaten Sukoharjo, Jawa Tengah, yang terjadi pada Minggu malam sekitar pukul 18.00 WIB.",0
"Ledakan yang terjadi di kawasan asrama polisi di Grogol, Sukoharjo, Jawa Tengah menimbulkan korban, Minggu (25/9).",0
"Kabid Humas Polda Jawa Tengah Kombes Iqbal Al Qudussy mengatakan ledakan di asrama polisi, Telukan, Grogol, Sukoharjo diduga berasal dari paket yang dikirimkan dari pesanan online.",0
"Sebuah ledakan terjadi di area Asrama Polisi Grogol Kabupaten Sukoharjo, Jawa Tengah. Seorang anggota Polisi dikabarkan mengalami luka akibat ledakan tersebut.",0
"Isuzu Panther bekas milik Presiden Joko Widodo (Jokowi) diparkir di halaman Loji Gandrung yang merupakan rumah dinas Wali Kota Solo, Minggu (25/9).",0
Pengurus Wilayah Nahdlatul Ulama (PWNU) Jawa Timur membentuk 40 Posko Pesantren Ramah Anak yang tersebar di seluruh wilayah provinsi tersebut.,0
"Sebuah perahu motor yang dipakai tim vaksinator di Sumba Timur, NTT, terbalik di lautan, Sabtu (24/9)) pagi sekitar pukul 10.00 Wita.",0
"Hari Tani Nasional berbagai kelompok mahasiswa dan buruh berunjuk rasa dengan menggelar aksi mimbar bebas di bawa jembatan Flyover Jalan Urip Sumohardjo, Makassar, Sulawesi Selatan, Sabtu (24/9).",0
Warga Sulawesi Selatan korban penipuan dan penggelapan modus perjalanan wisata punya cara unik untuk menagih kerugian ke perusahaan; memasang iklan di papan reklame alias billboard.,0
"Sebanyak 50 orang dari tiga kelompok tani menyegel sejumlah alat berat di lokasi tambang ilegal memakai tali plastik, Sabtu (24/9), di kawasan Jalan Kalan Luas, Kelurahan Makroman, Samarinda, Kalimantan Timur.",0
"Guru Besar Fakultas Kedokteran, Kesehatan Masyarakat, dan Keperawatan (FKKMK) Universitas Gadjah Mada, Prof Samekto Wibowo (78) dilaporkan meninggal dunia usai sempat tenggelam di perairan Pantai Pulang Sawal, Tepus, Gunungkidul, DI Yogyakarta.",0
"Pasangan remaja tersambar petir saat berwisata di Bukit Waruwangi, Kabupaten Serang, Banten, pada Jumat kemarin (23/9).",0
"Di tengah rencana pemerintah melakukan konversi penggunaan kompor gas ke kompor listrik, masih ada dua kabupaten di Nusa Tenggara Timur (NTT) yang masih memiliki banyak rumah tangga tanpa listrik. Ada apa?",0
"Tanah longsor terjadi di Kampung Cibitung, Desa Sukamukti, Kecamatan Cisompet, Kabupaten Garut. Akibatnya, seorang warga dilaporkan meninggal dunia akibat kejadian itu.",0
Video Warga Negara Asing (WNA) asal Jerman bernama Class Riese (56) yang membawa kabur mobil milik warga sambil mengemudikannya secara ugal-ugalan viral di media sosial.,0
Ketua Dewan Pimpinan Cabang (DPC) PDIP Kota Solo FX Hadi Rudyatmo menegaskan Dewan Kolonel maupun Dewan Kopral tidak dikenal dalam struktur Partai Banteng.,0
Seorang siswi SMP Negeri 1 Makassar diduga dikeroyok oleh empat siswi lainnya. Korban berinisial LA (14) harus dilarikan ke rumah karena mengalami sesak napas dan luka-luka di beberapa bagian tubuh.,0
"Sejumlah makam keluarga Raja Gowa ke 16 Sultan Hasanuddin di Kompleks Pemakaman Kassibumbung yang berada di Desa Punaga, Kecamatan Mangarabombang, Kabupaten Takalar, Sulawesi Selatan, terancam hilang tergerus abrasi pantai.",0
PT PLN (Persero) mulai lakukan uji coba penggunaan kompor listrik di tiga kota salah satunya di Solo. Uji coba ini menyasar 1.000 warga tidak mampu berdaya listrik 450-900 VA dan UMKM.,0
"PT PLN (Persero) sedang melakukan uji coba kompor listrik induksi di Solo yang menyasar 1.000 orang warga tidak mampu dan UMKM dengan daya listrik 450-900 VA. Sejak uji coba dilakukan, seorang warga mengaku tagihan listriknya justru turun dibandingkan sebelumnya.",0
Anggota Divisi Fatwa dan Pengembangan Tuntutan Majelis Tarjih dan Tajdid Pengurus Pusat (PP) Muhammadiyah Wawan Gunawan Abdul Wahid menyatakan permainan capit boneka atau claw machine haram.,0
"Jenazah Paulus Iwan Budi Prasetyo, ASN di Pemerintah Kota Semarang, Jawa Tengah, yang tewas dimutilasi dan dibakar, dimakamkan oleh keluarganya di TPU Salaman Mloyo.",0
"Anggota TNI berinisial AB di Polewali Mandar (Polman), Sulawesi Barat, diduga menganiaya seorang warga sipil karena persoalan asmara. Saat ini, korban tengah menjalani perawatan di rumah sakit.",0
"Sekretaris Daerah Kabupaten Flores Timur, Nusa Tenggara Timur (NTT), Paulus Igo Geroda (PIG), ditahan penyidik Kejaksaan Negeri Larantuka, Kamis (22/9).",0
"Sudah lebih dari sepekan pemerintah gembar-gembor soal rencana konversi gas LPG 3 kg ke kompor listrik. Padahal, di tengah wacana itu, masih ada 100 ribu kepala keluarga (KK) yang tersebar di 280 desa di NTT belum mendapatkan aliran listrik PLN.",0
"Seorang nenek, Dede Rohayah (62 tahun) warga Jalan Leuwisari, Kecamatan Bojongloa Kidul, Kota Bandung, Jawa Barat, ditemukan tewas dalam kondisi mengenaskan di lantai dua rumahnya, Rabu (21/9).",0
Komisi Pemberantasan Korupsi (KPK) dilaporkan telah melakukan operasi tangkap tangan terhadap hakim di lingkungan Mahkamah Agung (MA).,0
"Polda Bali menangkap dua sejoli yang bertindak mesum di dalam mobil dengan mengenakan pakaian adat. Kedua pelaku, MM (28) dan BNL (26), kemudian meminta maaf karena tindakannya dianggap menodai pakaian adat Bali.",0
"Aliansi Makassar dan buruh se-Makassar berunjukrasa menolak kenaikan harga bahan bakar minyak (BBM) dengan memblokade jalan simpang lima Bandara Internasional Sultan Hasanuddin, Makassar, Sulawesi Selatan.",0
"Unggahan yang menyebutkan siswi SMA negeri di Kabupaten Bogor, Jawa Barat, diminta membuktikan sedang haid dengan membuka celana dalam viral di media sosial.",0
Pengurus Wilayah Nahdlatul Ulama (PWNU) Daerah Istimewa Yogyakarta (DIY) melihat secara sepintas permainan capit atau claw machine mengandung unsur maysir alias perjudian.,0
Polisi masih mengusut kasus dugaan kekerasan seksual terhadap anak berusia 12 tahun hingga terjangkiti HIV. Kasus ini diduga melibatkan keluarga dekatnya.,0
Gubernur Jawa Barat Ridwan Kamil mengutuk perilaku sejumlah remaja berseragam SMA yang merisak (bully) seorang siswa penyandang disabilitas.,0
"Sekretaris DPD Partai Gerindra Aceh, Safaruddin mengatakan pihaknya sudah berkoordinasi dengan Polda Aceh untuk menindak pelaku pemasangan baliho yang dinilai bisa menjegal Prabowo Subianto menang di Pemilihan Presiden (Pilpres) 2024.",0
"Gempa bumi berkekuatan magnitudo 5,1 mengguncang Kabupaten Kepulauan Tanimbar, Provinsi Maluku, Rabu (21/9) malam pukul 20.57 WIT.",0
"Menteri Koordinator Politik, Hukum dan Keamanan (Menko Polhukam) Mahfud MD mengatakan Rancangan Undang-Undang (RUU) Kitab Undang-undang Hukum Pidana (KUHP) rencananya akan segera disahkan menjadi undang-undang pada akhir tahun ini",0
"Bupati Purwakarta, Jawa Barat, Anne Ratna Mustika menggugat cerai suaminya, anggota DPR dari Fraksi Golkar, Dedi Mulyadi.",0
"Demonstrasi kenaikan harga BBM yang dilakukan ratusan mahasiswa Universitas Pembangunan Nasional Veteran Jawa Timur di Kantor Gubernur Jawa Timur (Jatim), diwarnai bentrokan, Rabu (21/9).",0
"Ribuan buruh menggelar unjuk rasa menolak kenaikan harga bahan bakar minyak (BBM) di depan Gedung Sate, Kota Bandung, Rabu (21/9). ",0
PDIP menjajaki nama Wali Kota Semarang Hendrar Prihadi untuk diusung menjadi Calon Gubernur DKI Jakarta di Pilkada 2024 mendatang.,0
Kepolisian tetap melanjutkan penyelidikan kasus dugaan korupsi meski salah satu saksi yakni ASN Pemkot Semarang ditemukan tewas terbakar beberapa waktu lalu.,0
"SCM (57), pengemudi Honda Brio bernomor polisi AD 8867 DJ ditetapkan sebagai tersangka usai menabrak 10 pengendara sepeda motor di Jalan Mrisi Selatan, Madukismo, Kasihan, Bantul, DIY, Selasa (20/9) sore.",0
"Majelis hakim Pengadilan Hak Asasi Manusia (HAM) di PN Makassar, Sulawesi Selatan, tidak memerintahkan untuk menahan terdakwa, Mayor Inf (Purn) Isak Sattu pada kasus pelanggaran HAM berat Paniai, Papua.",0
"Kasus dugaan pemerkosaan yang dialami JS, bocah perempuan berusia 12 tahun hingga terpapar HIV/ Aids viral di media sosial. Gubernur Sumatera Utara Edy Rahmayadi pun telah memerintahkan operasi perangkat daerah (OPD) terkait untuk menangani kondisi JS.",0
"Jaksa Penuntut Umum mendakwa Mayor Inf. (Purn.) Isak Sattu dengan pasal berlapis dalam kasus dugaan pelanggaran hak asasi manusia (HAM) di Paniai, Papua, pada 2014. Terdakwa terancam hukuman maksimal 20 tahun penjara.",0
"PT Angkasa Pura Aviasi akan menjadikan Bandara Internasional Kualanamu (KNIA) di Kabupaten Deliserdang, Sumatera Utara (Sumut) sebagai pusat penerbangan atau hub internasional bagi kawasan Indonesia bagian barat.",0
"Puluhan rumah adat di Kampung Adat Wainyapu di Kecamatan Kodi Balaghar, Sumba Barat Daya, Nusa Tenggara Timur (NTT) terbakar pada Selasa (20/9) dinihari Wita.",0
"Sebuah mobil Honda Brio bernomor polisi AD 8867 DJ menabrak 10 pengendara sepeda motor di Jalan Mrisi Selatan, Madukismo, Kasihan, Bantul, DIY, Selasa (20/9) sore.",0
"Sidang perdana perkara pelanggaran Hak Asasi Manusia (HAM) di Paniai, Papua yang akan digelar Pengadilan Negeri (PN) Makassar, Suiawesi Selatan, Rabu (21/9).",0
Wali Kota Solo Gibran Rakabuming Raka turun tangan menanggapi keluhan warga terhadap Gelaran Sekaten di Alun-alun Utara dan Selatan Keraton Surakarta.,0
"Bank Indonesia akhirnya melakukan penukaran uang puluhan juta rupiah yang akan digunakan sebagai mahar pernikahan atau panai yang terbakar di Gowa, Sulawesi Selatan.",0
"Dua wartawan mengalami dugaan penculikan dan penganiayaan oleh oknum pejabat di lingkungan Pemerintah Kabupaten Karawang, Jawa Barat.",0
"Elemen buruh yang tergabung dalam Konfederasi Serikat Pekerja Seluruh Indonesia (KSPSI) akan demi menolak kenaikan harga bahan bakar minyak (BBM) di depan kantor Gedung Sate, Kota Bandung, Rabu (21/9).",0
Petugas Bidang Profesi dan Pengamanan (Propam) Polda Sulawesi Tenggara mengamankan dan memeriksa oknum polisi yang kedapatan tengah berselingkuh dengan istri orang yang sempat viral di media sosial.,0
"Pemerintah Kota Semarang, Jawa Tengah, berjanji akan membantu pendidikan anak-anak almarhum Iwan Budi Prasetyo.",0
"Ribuan buruh dari berbagai serikat pekerja berdatangan ke Kantor Gubernur Jawa Timur, Surabaya, Senin (19/9). Mereka memprotes kebijakan pemerintah yang menaikkan harga bahan bakar minyak (BBM) bersubdi.",0
"Wali Kota Solo, Gibran Rakabuming Raka menyebut Pemerintah Kota (Pemkot) Solo, Jawa Tengah, belum berencana untuk beralih menggunakan kendaraan listrik sebagai kendaraan dinas dalam waktu dekat. Pihaknya akan mengkaji kemampuan anggaran daerah untuk pengadaan kendaraan listrik tersebut.",0
"Gubernur Jawa Timur Khofifah Indar Parawansa membebaskan pajak kendaraan bermotor (PKB) untuk angkutan umum orang jenis mikrolet dan ojek online (ojol) usai harga BBM jenis pertalite, solar bersubsidi, dan pertamax naik.",0
"Pihak kepolisian mengamankan seorang pria yang diduga sebagai provokator pada aksi penolakan kenaikan harga bahan bakar minyak (BBM) yang berlangsung hingga malam hari di depan kampus UMI Jalan Urip Sumohardjo, Makassar, semalam.",0
Mantan pekerja Hotel Ibis Malioboro Yogyakarta yang menjadi korban pemutusan hubungan kerja (PHK) dapat kembali melamar ke hotel tersebut.,0
"Kapal Layar Motor di Pulau Masalembu, Kabupaten Sumenep, Jawa Timur, mengalami kebakaran, pada Jumat (16/9) yang menelan korban jiwa dan terluka.",0
"Rektorat Universitas Gadjah Mada (UGM) angkat bicara soal aksi pembakaran jas almamater oleh peserta demo tolak kenaikan harga BBM di Yogyakarta, Kamis (15/9).",0
"Sekretaris Daerah Kabupaten Flores Timur, PIG, akan dinonaktifkan dari jabatannya pasca ditetapkan tersangka oleh Penyidik Kejaksaan Negeri Flores Timur, Nusa Tenggara Timur (NTT).",0
Polrestabes Medan menyelidiki kasus dugaan pemerkosaan terhadap JS (12) hingga terinfeksi HIV. Pemerkosaan itu terjadi sejak bocah perempuan tersebut berusia 7 tahun yang dilakukan orang-orang terdekatnya.,0
"Kejaksaan Negeri Flores Timur, Nusa Tenggara Timur, menetapkan Sekretaris Daerah (Sekda) Kabupaten Flores Timur, PIG, sebagai tersangka dalam kasus dugaan korupsi dana penanganan Covid-19 tahun anggaran 2020.",0
"Anggota Sabhara Polrestabes Medan, Brigadir M Wisnu Wardana (38) menjalani sidang perdana di Pengadilan Negeri Medan, Sumatera Utara. Ia didakwa menyuplai narkotika jenis sabu kepada hakim Pengadilan Negeri Rangkasbitung, Banten, Yudi Rozadinata.",0
"Seorang calon pendeta, SAS, yang menjadi tersangka pencabulan belasan anak di Kecamatan Alor Timur Laut, Nusa Tenggara Timur (NTT) juga dijerat ancaman pasal UU Informasi dan Transaksi Elektronik (ITE) oleh polisi.",0
Polrestabes Semarang mengonfirmasi bahwa jenazah yang terbakar di Pantai Marina adalah ASN bernama Iwan Budi Prasetyo berdasarkan hasil tes DNA di laboratorium forensik.,0
"Dinas Sosial (Dinsos) Provinsi Jawa Barat baru menyalurkan bantuan langsung tunai bahan bakar minyak (BLT BBM) kepada 1,78 juta keluarga penerima manfaat (KPM) atau setara 45,51 persen dari target per 14 September 2022. ",0
Komisi Independen Pemilihan (KIP) Aceh menyatakan empat partai lokal Aceh belum memenuhi syarat secara administrasi sebagai calon peserta Pemilu 2024. Mereka diminta melengkapi dokumen persyaratan selama proses verifikasi administrasi.,0
Jumlah korban dugaan pencabulan tersangka berinisial SAS kini bertambah dari 12 orang menjadi 14 orang. Sebagian besar korban di antaranya merupakan anak di bawah umur.,0
"Bangunan Indomaret di Desa Cisondari, Kecamatan Pasirjambu, Kabupaten Bandung, ambruk pada Kamis (15/9) sore. Saat kejadian, ada lima orang di dalam bangunan dan semuanya berhasil keluar.",0
"Rombongan mobil Menteri Pertanian (Mentan) Syahrul Yasin Limpo mengalami kecelakaan beruntun di Tol Jombang, Jawa Timur (Jatim), Kamis (15/9).",0
"Orang tua FS (17), remaja yang dituduh sebagai hacker Bjorka geram dengan informasi yang menyesatkan oleh akun Instagram @volt_anonym.",0
"Tim Inspektorat Khusus (Itsus) Mabes Polri mendatangi Mapolda Sulawesi Selatan diduga untuk memeriksa kasus pencopotan Kanit Reskrim Polsek Tallo, Iptu Faizal.",0
Wali Kota Solo Gibran Rakabuming Raka ingin mengubah budaya mengonsumsi daging anjing di wilayahnya.,0
"Kepolisian masih mencari potongan kepala dari jenazah pegawai negeri sipil (PNS) Pemkot Semarang yang masih hilang. Sejauh ini, polisi baru menemukan tulang belulang dari tubuh yang hangus terbakar.",0
"Wali Kota Solo Gibran Rakabuming Raka ingin mengubah budaya mengonsumsi daging anjing di wilayahnya. Menurut dia, kebiasaan itu berpotensi menghambat upaya Solo menjadi kota bertaraf internasional.",0
"Perusahaan jasa ekspedisi di Makassar, Sulawesi Selatan, akan menaikkan tarif pengiriman logistik seiring dengan kenaikan harga bahan bakar minyak (BBM).",0
"Polda Jawa Timur bersama jajarannya membentuk satuan tugas (satgas) khusus, untuk mengatasi kasus kekerasan di lingkungan pondok pesantren.",0
Wakil Rektor Universitas Negeri Islam (UIN) Alauddin Makassar Wahyudin Naro dilaporkan ke Polrestabes Makassar karena diduga memukul salah satu orang tua murid sekolah dasar (SD) di dekat rumahnya.,0
"Anak perempuan berusia 12 tahun berinisial J diduga menjadi korban pemerkosaan yang dilakukan orang-orang terdekatnya selama bertahun-tahun. Kini, dia menjalani perawatan intensif di RSUP H Adam Malik Medan lantaran terinfeksi HIV.",0
"Jaksa Komisi Pemberantasan Korupsi (KPK) meminta majelis hakim Pengadilan Tipikor Bandung menghukum terdakwa Rahmat Effendi alias Pepen yang merupakan Wali Kota Bekasi nonaktif dengan tuntutan hukuman 9,5 tahun penjara dan denda Rp1 miliar.",0
"Remaja asal Kabupaten Cirebon, Muhammad Said Fikriansyah, dituding sebagai sosok Bjorka, hacker yang jadi sorotan belakangan ini. Remaja itu pun membantah ihwal kemampuannya meretas.",0
Menteri Sosial Tri Rismaharini meminta warga penerima bantuan langsung tunai (BLT) BBM tak menggunakan uang bantuan untuk membeli rokok. Ia mengatakan uang BLT itu harus digunakan untuk memenuhi kebutuhan pokok sehari-hari.,0
"Akun media sosial Gejayan Memanggil kembali mengajak masyarakat di Yogyakarta, DIY, untuk menyuarakan protes kenaikan harga Bahan Bakar Minyak (BBM).",0
"Penjaga SD Negeri Lojiwetan, Samin (53) yang terancam gagal berangkat haji lantaran uang tabungan selama dua tahun ludes dimakan rayap mendapat perhatian dari Wali Kota Solo, Gibran Rakabuming Raka.",0
"Polisi menangkap 99 orang pelajar yang mengikuti demo menolak kenaikan harga bahan bakar minyak (BBM) di Kota Medan, Sumatera Utara. Setelah didata, mereka pun dipulangkan ke orang tuanya masing-masing.",0
"Uang panai sekitar Rp40 juta yang ikut terbakar saat peristiwa kebakaran yang menghanguskan rumah yang akan menggelar acara pernikahan di Kabupaten Gowa, Sulawesi Selatan, bisa dapat ditukarkan ke Bank Indonesia.",0
"Ribuan mahasiswa dan elemen masyarakat sipil di Surabaya, Jawa Timur, bakal menggelar demo menolak kebijakan pemerintah pusat menaikkan harga BBM bersubsidi.",0
"Seorang pria di Bengkulu Utara, Bengkulu, berinisial DR, ditangkap polisi karena menyembelih dan memakan kucing yang sedang hamil. Aksi itu dia rekam dan unggah ke media sosial.",0
Massa demonstrasi yang tergabung dalam Aliansi Masyarakat Kaltim Membara (AMKM) berhasil masuk menduduki halaman Gedung DPRD Kaltim.,0
"Ikatan Dokter Indonesia (IDI) Jawa Timur turut menginvestigasi surat kematian santri Pondok Pesantren Modern Darussalam Gontor, AM (17), yang diduga palsu. Dalam surat itu disebutkan bahwa AM meninggal dunia karena sakit.",0
Ratusan karyawan Hotel Ibis Yogyakarta dan Mal Malioboro terkena pemutusan hubungan kerja (PHK) usai Pemerintah Daerah Istimewa Yogyakarta (Pemda DIY) mengambilalih pengelolaan dua gedung tersebut.,0
Demonstrasi mahasiswa yang menolak kenaikan harga BBM di depan gerbang gedung DPRD Kalimantan Timur memanas pada Selasa (13/9) sore. Kericuhan pun sempat terjadi di lokasi.,0
DPW PPP DI Yogyakarta mengaku prihatin dengan kondisi dualisme kepemimpinan parpol itu di tingkat pusat yang kembali terjadi.,0
"Polda Papua menyatakan Kelompok Kriminal Bersenjata (KKB) kembali melakukan aksi teror kepada para pekerja proyek jalan di Kampung Mangabib, Distik Oksebang, Kabupaten Pegunungan Bintang dengan membakar alat berat, Senin (12/9) sekitar pukul 20.00 WIT.",0
Aksi unjuk rasa menolak kenaikan harga bahan bakar minyak (BBM) subsidi terus berlangsung di Sumatera Utara (Sumut).,0
"Polisi menetapkan dua warga Tasikmalaya, Jawa Barat, AYN dan I, sebagai tersangka kasus kejahatan penyiksaan terhadap monyet. Kedua pelaku menyiksa monyet hingga tewas dan memutilasinya.",0
Ribuan mahasiswa yang terdiri dari beragam kampus menggelar demonstrasi di depan gerbang DPRD Kaltim pada Selasa (13/9) sore.,0
Komandan Kodim 0733 Kota Semarang Letkol Inf Honi Havana ikut bersuara menanggapi pernyataan anggota Komisi I DPR RI Effendi Simbolon yang mengibaratkan institusi TNI seperti gerombolan.,0
Gubernur Jawa Barat Ridwan Kamil merespons aksi peretasan hacker dengan nama alias Bjorka yang menyita perhatian publik belakangan ini hingga dirapatkan khusus oleh Presiden RI Joko Widodo (Jokowi) bersama para menterinya.,0
"Pangdam XIV Hasanuddin, Mayjen TNI Totok Imam Santoso menegaskan seluruh personel TNI di wilayah tugasnya tetap solid tidak terpengaruh dengan pernyataan anggota Komisi I DPR RI Effendi Simbolon saat rapat dengan Panglima TNI Jenderal Andika Perkasa.",0
"Polisi telah menetapkan dua orang tersangka dalam kasus penganiayaan maut, AM (17), seorang santri di Pondok Pesantren Modern Darussalam Gontor, Ponorogo, Jawa Timur (Jatim).",0
Mantan Gubernur Sumatera Selatan Alex Noerdin bakal mengajukan kasasi ke Mahkamah Agung agar bisa bebas dari hukuman penjara terkait kasus korupsi.,0
Gubernur Jawa Barat Ridwan Kamil mendapati harga ikan naik gara-gara kenaikan harga BBM beberapa waktu lalu.,0
"Sewindu lalu, 18 Juni 2014, Pemkot Surabaya, Jawa Timur, menutup lokalisasi Dolly yang telah berdiri sejak 1967.",0
Video yang memperlihatkan sepasang laki-laki dan perempuan melakukan persetubuhan di dalam mobil yang sedang melaju dan beredar di media sosial dan diduga terjadi di wilayah Bali.,0
Ketua Umum Partai Kebangkitan Bangsa (PKB) Muhaimin Iskandar alias Cak Imin tetap yakin akan berduet dengan Ketua Umum Gerindra Prabowo Subianto untuk maju dalam Pemilihan Presiden (Pilpres) 2024 mendatang.,0
"Seorang siswi SMA di Bantaeng, Sulawesi Selatan, M (17), dibunuh dan dimutilasi oleh pacarnya berinisial A (17). Menurut pengakuan A, ia membunuh M karena marah ditolak berhubungan seks.",0
"Demo tolak kenaikan harga BBM di Kabupaten Aceh Barat, Aceh ricuh. Seorang pedemo tergeletak di tengah jalan karena terkena tembakan gas air mata yang mengenai dadanya.",0
"Kapolres Ponorogo AKBP Catur Cahyono Wibowo membeberkan peran dua tersangka penganiayaan hingga tewas terhadap AM (17), santri Pondok Pesantren Modern Darussalam Gontor, Ponorogo.",0
"Gubernur Sumatera Utara Edy Rahmayadi terjun mendatangi massa dari Aksi Bela Rakyat yang menggelar demonstrasi menolak kenaikan bahan bakar minyak (BBM) di depan Kantor Gubernur Sumut, Medan, Senin (12/9).",0
"Sekretaris DPW PKB Jatim Anik Maslachah membela Ketua DPRD Lumajang Anang Akhmad Syaifuddin, yang disebut salah melafalkan Pancasila.",0
"Massa pekerja yang tergabung dalam Aliansi Buruh Aceh (ABA) menuntut kenaikan upah minimum provinsi (UMP) Aceh tahun 2023 sebesar 20 hingga 25 persen di tengah demo harga bahan bakar minyak (BBM), Banda Aceh, Kamis (8/9).",0
TNI Angkatan Laut memulai investigasi untuk mencari penyebab jatuhnya pesawat latihan Bonanza T-2503 di Selat Madura.,0
"Usai merampungkan proses autopsi dan ekshumasi jenazah AM (17), santri Pondok Pesantren Modern Darussalam Gontor, Ponorogo, Jawa Timur, polisi secepatnya akan melakukan gelar perkara. AM tewas akibat dugaan penganiayaan.",0
"Gubernur Sumatera Utara (Sumut), Edy Rahmayadi sempat menyentil pengurus Golkar saat menghadiri peresmian kantor baru DPD Partai Demokrat Sumut di Jalan Sudirman, Medan.",0
"Puluhan siswa dan guru yang jadi korban ambruknya jembatan gantung di Probolinggo, Jawa Timur, disebutkan mengalami luka cukup serius.",0
"Puluhan siswa sekolah dasar dan menengah terjatuh ke sungai ketika jembatan gantung yang mereka lintasi di Desa Kregenan, Kecamatan Pajarakan, Probolinggo, Jawa Timur, putus, Jumat (9/9) pagi.",0
